OrderID,CustomerName,Gender,Email,Phone,Product,Category,SubCategory,Quantity,UnitPrice,TotalAmount,OrderDate,ShipDate,Region,PaymentMode,City,State
ORD104052,PARKER Mehta,Unknown,parkergmailcom,8511470209,Garlic Bread ,Food,Sides,5,1137.02,5685.1,02/27/24,1717200000,north ,online ,Chenna1,tamil nadu
ORD104458,Morgan Nath,M,morgangmailcom,-6649641261,chicken burger,Food,Burger,5,186.09,1533.15,06 02 2024,1682726400,SOUTH,Cash ,Delh1,Delhi 
ORD100345,SKYLER Sharma,Unknown,skyler.@company.co,(901) 8654679,Margherita Pizza ,Food,Pizza,3,1143.67,3431.01,2025.08.06,26-Oct-23,north ,on line,Jaipur ,rajasthan
ORD100074,Angel Kapoor,Fem,angel.x@mailinator.com,9629913789,Latt3,Beverages,Coffee,1,844.43,722.2,,21-12-2024,west,Cash,pune,Maharashtra 
ORD100587,Devin rao,male,devin.@company.co,6761564740,V3g Burg3r,Food,Burger,10,622.69,6226.9,02-11-2024,2027 06 23,West  ,Cashier,Hyderabad ,Tel@ng@n@
ORD104934,JORDAN Iyer,male,jordan.@hotmail.com,-2871051044,Orange Juice ,Beverages,Juice,1,1006.81,1179.94,,19 12 2025,Nor,Card,Jaipur ,rajasthan
ORD104753,TAYLOR Nair,M,taylor.12@outlook.com,-9773093373,COKE 500ML,Beverages,Soft Drink,6,1172.48,7034.88,11 02 24,,North-Zone,Cashier,Pune,maharashtra
ORD103324,Kai Verma,F ,,6389602192 ext 519,Chick3n Burg3r,Food,Burger,4,774.06,3096.24,2023-12-27T00:00:00,2025 03 17,Nor,UPI ,DELHI,DELHI
ORD102098,Devin verma,MALE,devin80@outlook.com,(618) 8625961,TANDOORI CHICKEN,Food,Main,6,1103.53,6621.18,1684368000,27-Dec-26,north ,ON line,lucknow,uttar pradesh
ORD102815,Kris  Kapoor,nb,kris@gmail,-6451784149,Cheese Fries ,Food ,Sides,6,790,4740,"Aug 03, 2024",12/16/24,Cen,Cash ,Ahmedabad,gujarat
ORD104234,riley Iyer,Unknown,riley@.com,,Tandoori Chicken ,Food,Main,2,386.48,772.96,23 09 2025,2024-01-30T00:00:00,North,Cash ,Nagpur ,Maharashtra 
ORD104472,Skyler  Desai,,skyler.@yahoo.com,-4297118565,Mango Smoothie ,Beverages,Smoothie,4,507.06,2028.24,08-Oct-26,05.24.25,North-Zone,CARD,MUMBAI,MAHARASHTRA
ORD104570,jamie Mehta,M,jamie.x@outlook.com,,Orange Juice ,Beverages,Juice,2,461.05,515.56,17 03 2024,06-30-23,Central region,card,Lucknow,uttar pradesh
ORD102754,Sasha  Shah,nb,sashagmailcom,6641045243,Tandoori Chick3n,Food,Main,2,54.94,109.88,01.01.2023,1708992000,North  ,online ,CHENNAI,TAMIL NADU
,,,,,,,,,,,,,,,,
ORD102814,avery Singh,,averygmail.com,-4807005794,V3g Burg3r,Food,Burger,1,358.03,358.03,16-06-2023,30-11-2025,WEST,UPI,Jaipur ,Rajasthan
ORD102076,Taylor  Singh,MALE,taylor@yahoo.com,-8416988769,Orange Juice,Beverages,Juice,6,1109.12,6654.72,05.16.25,18-04-2026,CENTRAL,on line,JAIPUR,Rajasthan
ORD105009,JORDAN Patel,,jordan.x@hotmail.com,(648) 9405019,MANGO SMOOTHIE,Beverages,Smoothie,5,1008.17,5040.85,01-16-25,,South,UPI,Ahmedabad,Guj@r@t
ORD101428,drew Verma Jr,nb,drew.@outlook.com,-8510032014,Cheese Fries,Food,Sides,1,1071.89,1071.89,02.08.2024,20-12-2025,Nor,on line,Ahmedabad,GUJARAT
ORD104035,HARPER Nath,Female,harper.x@outlook.com,-9026774584,TANDOORI CHICKEN,Food,Main,4,198.58,794.32,2025-10-01T00:00:00,,South-Zone,online ,Bengaluru ,karnataka
ORD100588,Jamie  Kapoor,M,jamie.@mailinator.com,96491,Pepperoni Pizza,Food,Pizza,3,406.52,897.6,09.15.26,2025-01-30T00:00:00,Central,Cash ,AHMEDABAD,Gujarat 
ORD101327,DREW Desai,nb,drew.x@mailinator.com,9746605257 ext 89,Pepperoni Pizza ,Food,Pizza,6,821.01,4926.06,1733356800,07-02-2026,north ,Cashier,Pune,MAHARASHTRA
ORD100253,Sam gupta,MALE,sam88@mailinator.com,8221601510 ext 778,Margherita Pizza ,Food,Pizza,4,428.26,1713.04,,02-11-2023,east,Online,Kolkata,West Beng@l
ORD100819,Sam Sharma,FEMALE,sam.x@gmail.com,-7598689835,Margh3rita Pizza,Food,Pizza,6,243.73,2612.81,09 26 25,2026 07 31,East  ,online ,Chennai ,TAMIL NADU
ORD104285,Morgan patel,M,morgan.@mailinator.com,(835) 6925736,butter naan,Food,Bread,4,407.21,1628.84,2024-04-08T00:00:00,03.22.24,East  ,online ,ahmedabad,Guj@r@t
ORD102921,KRIS Verma,male,kris.12@yahoo.com,90216,Espresso,Beverages,Coffee,ten,465.83,,04.28.23,05.21.24,West  ,Cashier,kolkata,West Bengal
ORD103439,Robin  Sharma,MALE,robin@gmail,9890696502,paneer wrap,Food,Wrap,6,510.72,3064.32,1728777600,"Nov 08, 2023",East region,NET BANKING,Kolkata,west bengal
ORD101731,AVERY Shah,nb,avery@company.co,8345889693 ext 334,Veg Burger,Food,Burger,4,524.08,3439.8,2025-02-24T00:00:00,1784246400,North  ,card,Kolkata,West Beng@l
ORD100942,taylor Nath,nb,taylor.com,6520898145,latte,Beverages,Coffee,5,545.77,3668.01,1685923200,13-Aug-23,North  ,Cash ,Hyderabad,Telangana
ORD104918,Kris  Sharma,F ,kris.12@yahoo.com,+91 8594814999,Tandoori Chick3n,Food,Main,2,₹1164.96,2329.92,24-11-2025,2025-11-01T00:00:00,South-Zone,on line,MUMBAI,M@h@r@shtr@
ORD100370,Casey  Verma,MALE,casey.@outlook.com,(924) 6380429,Coke 500ml ,Beverages,Soft Drink,4,₹1073.62,4294.48,"May 18, 2025",10 13 22,North  ,OnLine,KOLKATA,West Bengal
ORD104668,Harper chaudhary,male,harper9@yahoo.com,7455208902,GARLIC BREAD,Food,Sides,5,868.49,4342.45,28-04-2025,10-09-2025,South  ,cash,Ahmedabad,gujarat
ORD101520,JORDAN Rao,male,jordan11@mailinator.com,+91 9835025987,Tandoori Chicken ,Food,Main,6,855.78,5134.68,1753833600,2024.07.19,North region,online ,Nagpur ,maharashtra
ORD103897,Taylor  Kulkarni,MALE,taylorgmail.com,6067734582 ext 396,Cok3 500ml,Beverages,Soft Drink,4,558.33,78166.2,31-12-2025,12-10-2026,Central,OnLine,Hyderabad,Telangana 
ORD103305,Jesse rao,M,jesse.@gmail.com,7117224452,Cok3 500ml,Beverages,Soft Drink,2,129.22,258.44,26-04-2023,2022-12-26T00:00:00,central,Cash ,Ahmedabad,Gujarat
ORD101244,Taylor  Agarwal,Fem,taylor.x@gmail.com,-8854138710,VEG BURGER,Food,Burger,3,1097,3291,17-Oct-23,"Jan 18, 2026",SOUTH,ONLINE,BENGALURU,Karnataka
ORD104386,AVERY Joshi,MALE,avery@hotmail.com,+91 7497626434,Butter Naan,Food,Bread,5,443.68,2218.4,2022-09-15T00:00:00,"Jun 08, 2025",EAST,Net Banking ,Kolkata,West Bengal
ORD101706,Taylor  Mehta,,taylorgmail.com,+91 7482914022,Margh3rita Pizza,Food,Pizza,3,978.78,2936.34,"Jan 27, 2026",01.10.25,EAST,ON line,Nagpur ,MAHARASHTRA
ORD103663,JORDAN Shah,,,9298871845,Chocolate Cake,Dessert,Cake,5,₹1154.11,3897.74,06.01.24,"Aug 09, 2024",West  ,Cashier,KOLKATA,WEST BENGAL
ORD102466,SAM Singh,Unknown,sam@yahoo.com,+91 8001011414,Butter Naan,Food,Bread,4,583.48,2333.92,,08-Jan-24,West region,ON line,Lucknow,Uttar Pradesh 
ORD101676,Devin Mehta,F ,devin.12@company.co,9473118929 ext 716,Pepperoni Pizza ,Food,Pizza,2,243.24,486.48,28-10-2022,01-Nov-23,west,Cash ,LUCKNOW,Utt@r Pr@desh
ORD104453,avery Singh,FEMALE,avery.@outlook.com,-7723996659,coke 500ml,Beverages,Soft Drink,3,276.8,830.4,25-09-2023,05-Jul-22,NORTH,ON line,Chennai,tamil nadu
ORD103266,QUINN Dutta,Fem,quinn.x@mailinator.com,7403432928 ext 734,Chocolat3 Cak3,Dessert,Cake,5,935.02,4675.1,06-07-2024,"Jan 27, 2023",central,ON line,delhi,Delhi
ORD103302,HARPER Agarwal,FEMALE,harper.com,8308481563,Chick3n Burg3r,Food,Burger,6,459.6,2757.6,31-Jan-24,09 17 23,East-Zone,card,Mumba1,maharashtra
ORD104127,robin Verma,female,robin.12@hotmail.com,8209338778,VEG BURGER,Food,Burger,2,939.07,1878.14,28-06-2026,05-04-2025,East  ,online,Nagpur ,Maharashtra
ORD103982,robin Kulkarni,FEMALE,robingmail.com,(945) 7485216,Chick3n Burg3r,Food,Burger,3,239.52,718.56,17-06-2026,24-04-2023,Central-Zone,Cashier,Delh1,Delhi
ORD103792,Alex desai,Male,alex.x@yahoo.com,(827) 9582196,ORANGE JUICE,Beverages,Juice,6,189.8,1138.8,21-03-2027,2025.05.08,East-Zone,ON line,Hyderabad,Telangana
ORD102128,Robin  Desai,female,robin.x@yahoo.com,7350455204,Veg Burger ,Food,Burger,6,1175.34,7052.04,29 02 2024,12-08-2024,South  ,NET BANKING,Ja1pur,R@j@sth@n
ORD103739,Avery Agarwal,Male,avery@gmail,+91 6807709566,PANEER WRAP,Food,Wrap,6,396.75,2380.5,06-Apr-23,02-03-2024,South  ,Net Banking,Chennai ,T@mil N@du
ORD104115,Sam Nath,Unknown,sam.12@company.co,9921692843 ext 500,Espr3sso,BEVERAGES,Coffee,3,934.66,2803.98,01-11-2025,"Mar 24, 2023",North region,Online,LUCKNOW,UTTAR PRADESH
ORD101763,Jordan nath,Non-binary,jordan@.com,-7078433934,BUTTER NAAN,Food,Bread,6,1069.82,6418.92,2025.06.19,27-06-2025,south,Online ,Ahmedabad,GUJARAT
ORD102983,Jamie  Sharma,Male,jamie.@mailinator.com,6571964079 ext 921,Butt3r Naan,Food,Bread,6,275.38,1652.28,2025.11.27,23.04.2024,Central-Zone,OnLine,Hyderabad ,telangana
ORD100205,Casey  Nath,Female,casey.12@example.com,(902) 8943827,Tandoori Chicken,Foodg,Main,2,1074.51,2149.02,08-11-2023,2024-09-20T00:00:00,North-Zone,online ,Kolkata ,West Bengal 
ORD103587,taylor Chaudhary,F,taylor.12@yahoo.com,(925) 7881174,Margherita Pizza ,Food,Pizza,3,491.43,1474.29,10-08-2025,06.30.26,north,online ,ahmedabad,Gujarat 
ORD101911,riley Nair,Male,riley.@gmail.com,(920) 9337922,P3pp3roni Pizza,Food,Pizza,3,209.95,629.85,1705708800,1671494400,West,Cash,Ja1pur,rajasthan
ORD103841,casey Sharma,female,casey@.com,,Chicken Burger,Food,Burger,5,919.69,105764.35,04-23-27,,WEST,UPI,hyderabad,Tel@ng@n@
ORD101528,AVERY Bose,Fem,avery.12@example.com,+91 7293701375,Orange Juice ,Beverages,Juice,2,337.8,675.6,07-03-2025,2025.01.07,north ,OnLine,Lucknow,uttar pradesh
ORD100703,JORDAN Khan,Unknown,jordan3@gmail.com,,Garlic Bread ,Food,Sides,5,1053.49,5267.45,07.07.25,10 18 24,north ,OnLine,Pune,maharashtra
ORD102673,Kris  Kulkarni,Female,kris@.com,7861663832,Chick3n Burg3r,Food,Burger,1,1076.6,1076.6,"Nov 07, 2025",11-12-2024,West region,Cashier,LUCKNOW,UTTAR PRADESH
ORD104580,angel Chaudhary,M,angelgmailcom,-6150711243,veg burger,Food,Burger,2,154.62,405.49,08-10-2024,01-Jul-27,Nor,Cash ,Bengaluru ,K@rn@t@k@
ORD101500,sam Nath,,sam@company.co,+91 9295555443,VEG BURGER,Food,Burger,2,₹221.91,443.82,20-11-2023,1665705600,north ,Cash ,Nagpur ,M@h@r@shtr@
ORD101589,Lee Mehta Jr,Male,lee.@hotmail.com,73867,Margh3rita Pizza,Food,Pizza,3,216.31,648.93,02-29-24,2025.01.04,Nor,Cash ,BENGALURU,Karnataka
ORD103588,Lee  Nair,FEMALE,,8793830016,Cheese Fries ,Food,Sides,3,230.64,691.92,,1731542400,North region,UPI,hyderabad,TELANGANA
ORD101399,Devin  Kapoor,F ,devin.x@gmail.com,+91 9652999397,V3g Burg3r,Food,Burger,4,887.42,3549.68,1740268800,07-22-25,Sou,Card,CHENNAI,Tamil Nadu 
ORD101042,Sasha Joshi,Female,sasha74@outlook.com,+91 9159130449,Mango Smoothi3,Beverages ,Smoothie,3,221.67,665.01,04-20-27,"Feb 06, 2026",EAST,Online ,Hyderabad,Telangana
ORD104452,Quinn dutta,F,quinn.@example.com,+91 8709285259,orange juice,Beverages,Juice,3,763.67,2291.01,2027.01.18,14 06 2025,south,NET BANKING,JAIPUR,Rajasthan
ORD102079,Parker Kulkarni,MALE,parker66@example.com,(749) 1519806,Butter Naan ,Food,Bread,5,1176.74,5883.7,06-10-2026,2022-10-21T00:00:00,east,Cash ,Nagpur,Maharashtra 
ORD104517,kris Mehta,Male,kris.12@example.com,9309038498,Latte,Beverages,Coffee,2,1111.7,2223.4,1757376000,2025-07-18T00:00:00,WEST,Cashier,Lucknow,UTTAR PRADESH
ORD104717,sasha Rao,Unknown,sasha.x@company.co,(617) 8801094,cheese fries,Food,Sides,5,136.5,575.38,2026-04-22T00:00:00,2023 05 12,Central-Zone,OnLine,Jaipur ,RAJASTHAN
ORD100103,kai Bose,,kai.com,(830) 8206700,Pan33r Wrap,FOOD,Wrap,1,662.79,662.79,25-Oct-24,"Sep 08, 2026",west,on line,kolkata,WEST BENGAL
ORD103822,Riley  Mehta,male,riley45@yahoo.com,9429531562,Butt3r Naan,Food,Bread,50,529.99,26499.5,17-Jul-25,2024 01 01,Cen,cash,Chennai,T@mil N@du
ORD103275,Jesse  Desai,Female,jesse.@example.com,7524431648,Veg Burger ,Food,Burger,3,834.14,2502.42,11.06.2023,2025.03.01,SOUTH,ONLINE,Nagpur,Maharashtra
ORD103441,rowan Patel,Female,rowan.x@mailinator.com,+91 7684118501,Paneer Wrap ,Food,Wrap,6,915.53,5493.18,03-11-2024,12-09-2024,CENTRAL,UPI,Delh1,delhi
ORD101947,JESSE Bose,nb,jesse.@outlook.com,80312,Ch33s3 Fri3s,Food,Sides,4,1016.78,2525.13,03.20.26,,South-Zone,online ,NAGPUR,M@h@r@shtr@
ORD101905,parker Chaudhary,M,parker.12@company.co,-9209332549,Margherita Pizza ,Food,Pizza,4,971.78,3887.12,25.02.2024,25-07-2023,South-Zone,ON line,MUMBAI,Maharashtra 
ORD104105,Jesse singh,Unknown,jesse.x@hotmail.com,+91 6144393567,Espr3sso,Beverages,Coffee,1,154.25,123.7,05-Jul-25,01.12.23,South,ON line,Pune,M@h@r@shtr@
ORD104848,Avery Agarwal,male,avery@gmail,71827,Cheese Fries ,Food,Sides,ten,660.28,,11-Apr-25,24-10-2025,Central region,ON line,PUNE,Maharashtra 
ORD104172,JESSE Khan,M,jesse.@outlook.com,8740181005,Coke 500ml ,Beverages,Soft Drink,6,734.88,4409.28,,08-17-25,South,Online ,CHENNAI,Tamil Nadu 
ORD101474,Riley patel,F,,9160989685 ext 567,veg burger,Food,Burger,1,766.71,766.71,04-04-2025,05-Oct-25,north ,UPI ,jaipur,Rajasthan 
ORD104370,SKYLER Dutta Jr,M,skyler.12@hotmail.com,6699793808,Espr3sso,Beverages,Coffee,2,265.72,531.44,"Apr 23, 2024",03.09.2024,West region,online ,hyderabad,TELANGANA
ORD104293,Sasha Bose,Fem,sasha@mailinator.com,(674) 2406470,garlic bread,Food,Sides,2,1146.31,2292.62,1667347200,"Sep 13, 2025",North region,on line,Delhi,Delhi
ORD102627,Devin mehta,Fem,devin49@example.com,-8965764201,cheese fries,Food,Sides,5,246.99,1234.95,2023.08.04,07 11 2022,North region,ONLINE,Nagpur,maharashtra
ORD103027,jordan Dutta,FEMALE,jordan.x@mailinator.com,7729450823,Tandoori Chicken,Food,Main,6,721.21,4327.26,22.12.2023,,West region,online ,Kolkata,West Beng@l
ORD100611,Taylor Verma,MALE,taylorgmailcom,,espresso,Beverages,Coffee,3,261.62,784.86,05-09-2025,26.12.2022,south,net banking,Bengaluru,K@rn@t@k@
ORD103747,devin Kulkarni,Female,devin.x@yahoo.com,8694864061,Chocolate Cake ,Dessert,Cake,5,395.6,1978,,,central,Cashier,Hyderabad,telangana
ORD102052,robin Kulkarni,Fem,robin.@example.com,+91 7050647214,Tandoori Chick3n,Food,Main,2,979.65,1959.3,26.03.2024,22-03-2026,West region,on line,Mumba1,MAHARASHTRA
ORD101844,Angel Bose,Non-binary,angel.x@hotmail.com,-8549110614,pepperoni pizza,Food,Pizza,4,1013.96,4055.84,01-Mar-27,"Apr 16, 2024",north,Cash,Kolkata ,West Bengal 
ORD100375,CASEY Singh,Non-binary,casey.x@example.com,+91 7724119090,Chick3n Burg3r,Food,Burger,1,164,164,07-10-2025,07-14-23,Nor,ONLINE,Delhi ,delhi
ORD103935,ROBIN Joshi,male,robin.x@gmail.com,(994) 8257438,coke 500ml,Beverages,Soft Drink,6,1086.44,6518.64,2023-09-14T00:00:00,06.24.25,west,upi,kolkata,West Bengal 
ORD102453,Lee  Patel,,lee.x@hotmail.com,7915256116,Mango Smoothi3,Beverages,Smoothie,1,1109.28,1109.28,30-12-2022,"Dec 01, 2023",north ,Cash ,Bengaluru,Karnataka 
ORD104313,Sasha Nair,M,sasha19@yahoo.com,+91 8091939634,GARLIC BREAD,Food,Sides,3,397.13,1191.39,1698192000,07 12 2026,EAST,online ,JAIPUR,Rajasthan 
ORD104160,Sam Rao,female,sam.12@outlook.com,9163742767,pepperoni pizza,Food,Pizza,1,76.43,76.43,"Dec 16, 2021",05-07-2022,North,Online ,Lucknow ,UTTAR PRADESH
ORD102107,Harper sharma,F ,harper.12@mailinator.com,94119,PANEER WRAP,Food,Wrap,5,741.56,3707.8,01/15/27,11-23-26,WEST,CARD,Chenna1,Tamil Nadu
ORD103132,Casey Shah,Fem,casey.x@example.com,+91 7534162142,chicken burger,Food,Burger,4,437,1748,19-11-2025,20-05-2025,West-Zone,ON line,Pune,Maharashtra
ORD103390,Jamie Mehta,male,jamie34@hotmail.com,+91 9053508128,Garlic Bread ,Food ,Sides,5,1140.25,5701.25,25-09-2024,07/31/23,South region,OnLine,kolkata,WEST BENGAL
ORD104335,skyler Joshi Jr,Fem,skyler.x@outlook.com,6807028189,latte,Beverages,Coffee,5,344.02,1720.1,03-15-24,16-09-2024,north ,online ,CHENNAI,Tamil Nadu 
ORD100694,QUINN Khan,Fem,quinngmail.com,+91 8866027123,Tandoori Chick3n,Foods,Main,3,959.9,2879.7,"Jul 02, 2023",2024.01.23,Wes,on line,Hyderabad ,Telangana 
ORD104874,DREW Singh,MALE,drew46@example.com,(761) 8726226,VEG BURGER,Foodg,Burger,4,545.96,2183.84,,2026-02-05T00:00:00,north ,online ,Ahmedabad,Gujarat
ORD101164,KAI Nath,Unknown,kai.x@outlook.com,(969) 9081101,Orange Juice,Beverages,Juice,2,321.11,642.22,16.11.2024,20-06-2024,south,Cashier,Delhi ,delhi
ORD102677,casey Khan,F,casey.x@hotmail.com,,VEG BURGER,Food,Burger,6,87.64,525.84,11-05-2024,"May 29, 2025",north ,online ,Pune,Maharashtra 
ORD101026,Taylor gupta,F,taylor.12@outlook.com,7975457437 ext 439,Coke 500ml ,Beverages,Soft Drink,6,1188.29,9205.04,,05.06.26,NORTH,on line,Jaipur,rajasthan
ORD100124,Quinn  Iyer,male,quinn@gmail,6987042690,PANEER WRAP,Food,Wrap,5,742.39,3711.95,01-06-2026,21-11-2026,South,Cash ,Hyderabad,Tel@ng@n@
ORD101112,Jesse nair,Unknown,jesse65@outlook.com,8493804500,Ch33s3 Fri3s,Food,Sides,6,835.75,5014.5,1722470400,09 22 25,South-Zone,Cash ,Bengaluru,KARNATAKA
ORD101012,alex Agarwal,Non-binary,alex.@yahoo.com,67422,Paneer Wrap,Foodg,Wrap,6,128.25,769.5,2026.05.25,07/14/26,NORTH,ON line,Pune ,Maharashtra 
ORD100213,devin Rao,Fem,devin.12@hotmail.com,-7737581889,Butt3r Naan,Food,Bread,1,628.59,628.59,1736985600,2022-12-15T00:00:00,south,Card,hyderabad,Telangana 
,,,,,,,,,,,,,,,,
ORD102483,Morgan gupta,FEMALE,morgan.x@hotmail.com,83080,cheese fries,Food,Sides,4,312.14,1248.56,21-11-2025,"Jan 02, 2025",north ,Net Banking ,Pune,MAHARASHTRA
ORD102496,riley Bose,Non-binary,riley@gmail,(679) 9499773,Mango Smoothie ,Beverages,Smoothie,3,1126.68,3380.04,26-04-2024,25-Jul-25,CENTRAL,ON line,KOLKATA,west bengal
ORD100849,SASHA Nath,F,sasha.12@yahoo.com,+91 8991519044,Chicken Burger,Food,Burger,6,540.17,3241.02,07-06-2025,,north ,Cash,Pune,MAHARASHTRA
ORD102620,Jamie Chaudhary,FEMALE,jamie.@outlook.com,7950546544,Espresso,Beverages,Coffee,6,609.95,3659.7,09.07.2022,2027.01.22,West,Online ,bengaluru,K@rn@t@k@
ORD103610,Skyler kapoor,Female,skyler.@gmail.com,8910065499,PEPPERONI PIZZA,Food,Pizza,2,697.35,1394.7,2024-08-25T00:00:00,17.04.2025,SOUTH,CARD,KOLKATA,West Bengal 
ORD100316,rowan Kulkarni,M,rowan.x@example.com,(606) 1605237,tandoori chicken,Food ,Main,2,546,1610.58,28 04 2024,17-12-2025,West,Cash ,Ahmedabad,Guj@r@t
ORD100315,CAMERON Joshi,Male,camerongmail.com,(811) 9996238,Espresso ,beverages,Coffee,1,90.71,90.71,01.09.2024,21-Jul-23,East  ,on line,DELHI,DELHI
ORD102979,Skyler joshi,nb,skyler.@yahoo.com,-6595190867,Latte,Beverages,Coffee,6,216.08,1296.48,16-12-2024,,East,Cash ,Ahmedabad,Guj@r@t
ORD103365,Angel dutta,Unknown,angel.x@example.com,8685270081,Mango Smoothie,Beverages,Smoothie,3,206.39,619.17,,2023-07-06T00:00:00,East region,Cashier,Kolkata ,west bengal
ORD100385,Harper mehta Jr,Unknown,harper.12@mailinator.com,(694) 2890683,margherita pizza,Food,Pizza,5,840.11,4200.55,"Mar 27, 2026","Dec 13, 2024",South,Card,DELHI,delhi
ORD100686,riley Desai,,riley28@company.co,9173376839 ext 675,Chocolat3 Cak3,Dessert,Cake,5,1087.82,5439.1,07 06 2025,01 02 26,north ,OnLine,Mumba1,Maharashtra 
ORD101796,JORDAN Bose,male,jordan.@hotmail.com,7239184766,PEPPERONI PIZZA,Food,Pizza,6,1058.94,6353.64,1721433600,18-10-2024,central,Cash ,Kolkata,West Bengal
ORD105022,harper Kapoor,male,harper.x@example.com,90976,Pan33r Wrap,Food,Wrap,1,220.42,384.48,21-08-2026,02/22/25,West,Cashier,Chennai,T@mil N@du
ORD102997,Jordan  Bose,F ,jordan.@outlook.com,64576,Margh3rita Pizza,Food,Pizza,6,279.92,1679.52,2024.02.07,22-04-2024,Cen,Card ,DELHI,Delhi
ORD102035,Devin gupta,Female,devin26@gmail.com,,GARLIC BREAD,Food,Sides,3,717.76,2153.28,2023.11.27,09.30.23,North,online ,Ahmedabad,Gujarat
ORD103417,Skyler Gupta,Non-binary,skyler.@hotmail.com,-9502447153,Margh3rita Pizza,Food,Pizza,6,1056.16,6336.96,22-Sep-23,1791763200,south,on line,CHENNAI,tamil nadu
ORD104340,Jamie  Mehta Jr,nb,jamie.12@gmail.com,9816274956 ext 292,orange juice,Beverages,Juice,6,995,5970,,"Jun 14, 2022",NORTH,Cash ,Kolkata,West Bengal 
ORD100423,alex Sharma Jr,Female,alex.x@outlook.com,+91 7159928238,MARGHERITA PIZZA,Food,Pizza,1,83.11,83.11,"Jun 29, 2022",,north ,OnLine,mumbai,maharashtra
ORD103702,QUINN Kulkarni,F,quinn.@yahoo.com,69309,latte,Beverages,Coffee,3,597,1791,10-09-2025,,East region,OnLine,Mumbai ,MAHARASHTRA
ORD100231,Alex Verma,Male,alex.12@yahoo.com,-3311256953,MANGO SMOOTHIE,Beverages,Smoothie,6,1167.57,7005.42,1790726400,"Nov 20, 2022",West,Cash,bengaluru,Karnataka
ORD100671,Parker Khan,MALE,parker.x@company.co,-7959658976,CHOCOLATE CAKE,D3ss3rt,Cake,2,78.12,156.24,13-02-2024,2023-07-25T00:00:00,North  ,ON line,bengaluru,Karnataka 
ORD104202,Sasha  Verma Jr,Male,sasha70@company.co,-8443052815,Garlic Br3ad,Food,Sides,1,555.54,555.54,29-08-2023,05-Jul-23,South,ON line,Delh1,Delhi 
ORD101301,Alex chaudhary,male,alex.@gmail.com,8503996571 ext 82,butter naan,Food,Bread,5,137.53,687.65,2024-09-09T00:00:00,2025 10 06,EAST,cash,kolkata,West Beng@l
ORD103080,Robin gupta,F ,robin.12@example.com,6728278177,Ch33s3 Fri3s,food,Sides,1,1170.28,1170.28,2025-03-11T00:00:00,09-06-2024,West-Zone,ON line,BENGALURU,Karnataka 
ORD102375,Jordan  Verma,male,jordan80@yahoo.com,-9689585101,Chick3n Burg3r,Food,Burger,1,612.22,612.22,12-Nov-24,"Jul 11, 2024",East region,online ,Bengaluru ,Karnataka 
ORD104887,Sam  Kulkarni,,sam.12@outlook.com,(978) 8612537,PANEER WRAP,Food,Wrap,4,356.01,1424.04,"Dec 22, 2025","Aug 28, 2025",north,Cashier,Kolkata,west bengal
ORD101733,Harper  Kapoor,Female,harper@example.com,8729635913 ext 704,Tandoori Chicken,Food,Main,2,103.54,207.08,1674086400,10 08 25,North,UPI,HYDERABAD,Telangana
ORD102264,Devin  Nath,M,devin.12@hotmail.com,,Chicken Burger,Food,Burger,5,821.71,4108.55,1705017600,16.01.2026,South  ,card,delhi,Delhi
ORD101704,Angel Patel,M,angel.x@company.co,+91 7218240632,Chick3n Burg3r,Food,Burger,2,1195.99,2391.98,"Oct 06, 2023",03.02.2024,Central  ,Cash ,Pune,maharashtra
ORD103858,Devin  Bose,MALE,devin.@gmail.com,+91 6054814926,Ch33s3 Fri3s,food,Sides,2,1110.45,1622.42,28-03-2026,2023-10-31T00:00:00,north ,card,HYDERABAD,Tel@ng@n@
ORD101976,Kai  Kulkarni,Non-binary,kai.x@mailinator.com,-5920996479,Butter Naan,Food,Bread,4,1059.04,4236.16,14-Oct-24,14-09-2025,central,ON line,Kolkata,WEST BENGAL
ORD101684,ROWAN Verma,male,,+91 9974869304,chicken burger,Food,Burger,3,143.63,430.89,27-04-2023,22-Jun-23,north ,upi,mumbai,Maharashtra
ORD104475,Kai  Patel,Female,kai.x@company.co,8494982177,BUTTER NAAN,Food,Bread,5,56.93,406.85,2024-10-23T00:00:00,12-01-2026,north,OnLine,chennai,T@mil N@du
ORD102975,Sam  Khan,nb,sam.12@hotmail.com,79696,Chocolate Cake ,Dessert,Cake,6,648.87,3893.22,17-08-2023,1791590400,north ,Cash,Kolkata,WEST BENGAL
ORD104070,Jordan Desai,Non-binary,jordan.@mailinator.com,(761) 5422311,Cheese Fries,Food,Sides,6,276.15,1656.9,"Nov 06, 2025",1735257600,Sou,ON line,Pune ,MAHARASHTRA
ORD101962,sam Kapoor,M,sam.x@hotmail.com,67033,Chick3n Burg3r,Food,Burger,2,83.27,94.16,28-Nov-25,05-07-2022,Central  ,Cashier,Chennai ,tamil nadu
ORD100084,Casey  Khan,Fem,casey.x@hotmail.com,75484,Pepperoni Pizza ,Food,Pizza,6,768.42,4610.52,18-Jul-26,06-02-2027,EAST,upi,KOLKATA,WEST BENGAL
ORD100897,SAM Nath,Female,sam@gmail.com,,CHEESE FRIES,Food,Sides,5,1173.03,5865.15,2024 03 10,12-02-2023,East  ,Card ,LUCKNOW,Uttar Pradesh 
